ImageId,Label
325,0
326,7
327,9
328,6
329,0
330,2
331,6
332,8
333,4
334,3
335,0
336,7
337,3
338,4
339,3
340,4
341,5
342,9
343,1
344,2
345,7
346,0
347,1
348,8
349,4
350,6
351,9
352,7
353,1
354,0
355,8
356,7
357,9
358,0
359,5
360,8
361,0
362,9
363,7
364,3
365,5
366,9
367,8
368,9
369,0
370,2
371,0
372,5
373,2
374,5
375,5
376,1
377,4
378,6
379,7
380,0
381,1
382,0
383,1
384,7
385,7
386,5
387,0
388,9
389,9
390,7
391,4
392,1
393,9
394,0
395,5
396,6
397,6
398,7
399,8
400,5
401,0
402,9
403,1
404,6
405,8
406,6
407,3
408,3
409,9
410,7
411,6
412,5
413,1
414,9
415,7
416,5
417,2
418,9
419,7
420,8
421,6
422,6
423,4
424,5
425,0
426,8
427,1
428,2
429,7
430,8
431,7
432,5
433,3
434,7
435,5
436,3
437,5
438,1
439,3
440,6
441,5
442,8
443,3
444,4
445,1
446,6
447,4
448,8
449,8
450,8
451,7
452,9
453,7
454,9
455,1
456,3
457,3
458,6
459,6
460,6
461,4
462,0
463,4
464,2
465,9
466,6
467,6
468,0
469,7
470,6
471,1
472,4
473,2
474,4
475,9
476,7
477,0
478,0
479,8
480,6
481,7
482,7
483,1
484,1
485,8
486,4
487,2
488,2
489,2
490,4
491,8
492,5
493,4
494,4
495,1
496,9
497,0
498,4
499,4
500,5
501,5
502,9
503,2
504,8
505,8
506,3
507,5
508,1
509,7
510,3
511,3
512,9
513,6
514,1
515,8
516,9
517,1
518,2
519,6
520,8
521,0
522,9
523,1
524,1
525,0
526,6
527,3
528,6
529,5
530,7
531,1
532,8
533,3
534,7
535,1
536,3
537,6
538,1
539,4
540,7
541,4
542,5
543,1
544,0
545,6
546,6
547,6
548,3
549,1
550,2
551,3
552,1
553,3
554,0
555,0
556,5
557,2
558,0
559,5
560,4
561,9
562,3
563,1
564,5
565,4
566,1
567,5
568,4
569,9
570,2
571,6
572,1
573,4
574,8
575,7
576,7
577,3
578,9
579,5
580,7
581,3
582,5
583,1
584,4
585,7
586,7
587,7
588,8
589,1
590,7
591,2
592,9
593,8
594,6
595,1
596,5
597,1
598,0
599,1
600,3
601,0
602,5
603,7
604,2
605,8
606,9
607,2
608,3
609,6
610,6
611,5
612,8
613,9
614,4
615,9
616,8
617,1
618,3
619,3
620,1
621,9
622,1
623,0
624,7
625,2
626,5
627,6
628,9
629,3
630,0
631,7
632,1
633,1
634,7
635,7
636,4
637,9
638,7
639,5
640,6
641,6
642,8
643,5
644,1
645,7
646,7
647,1
648,0
649,5
650,8
651,7
652,7
653,6
654,6
655,0
656,0
657,6
658,3
659,3
660,0
661,1
662,8
663,4
664,0
665,3
666,9
667,6
668,2
669,0
670,5
671,2
672,3
673,0
674,8
675,5
676,0
677,9
678,7
679,1
680,2
681,0
682,3
683,0
684,1
685,2
686,8
687,8
688,6
689,2
690,7
691,2
692,1
693,5
694,5
695,5
696,7
697,9
698,7
699,8
700,2
701,6
702,4
703,9
704,9
705,6
706,7
707,6
708,2
709,1
710,3
711,5
712,1
713,1
714,0
715,1
716,4
717,2
718,4
719,1
720,7
721,3
722,4
723,9
724,9
725,6
726,0
727,4
728,1
729,9
730,1
731,4
732,6
733,2
734,6
735,1
736,1
737,8
738,0
739,8
740,2
741,2
742,0
743,6
744,1
745,2
746,2
747,0
748,6
749,6
750,2
751,1
752,1
753,3
754,1
755,3
756,7
757,8
758,2
759,6
760,3
761,6
762,2
763,0
764,3
765,4
766,7
767,4
768,3
769,2
770,2
771,1
772,5
773,4
774,4
775,7
776,4
777,3
778,3
779,3
780,3
781,7
782,1
783,0
784,6
785,6
786,4
787,4
788,5
789,5
790,3
791,5
792,0
793,7
794,4
795,6
796,3
797,0
798,0
799,7
800,8
801,7
802,0
803,6
804,4
805,5
806,4
807,3
808,8
809,7
810,8
811,3
812,8
813,3
814,6
815,8
816,2
817,9
818,7
819,7
820,1
821,2
822,2
823,1
824,4
825,0
826,2
827,7
828,7
829,1
830,9
831,6
832,2
833,0
834,5
835,2
836,6
837,3
838,5
839,7
840,2
841,7
842,1
843,2
844,6
845,1
846,8
847,0
848,4
849,2
850,5
851,3
852,7
853,9
854,4
855,1
856,4
857,8
858,2
859,9
860,5
861,2
862,7
863,8
864,7
865,7
866,2
867,6
868,5
869,1
870,3
871,2
872,0
873,1
874,3
875,3
876,4
877,8
878,7
879,7
880,4
881,2
882,2
883,1
884,2
885,7
886,9
887,1
888,0
889,3
890,3
891,5
892,3
893,0
894,3
895,5
896,8
897,5
898,2
899,0
900,2
901,4
902,1
903,3
904,1
905,0
906,6
907,7
908,9
909,3
910,7
911,5
912,9
913,0
914,3
915,2
916,2
917,2
918,3
919,3
920,7
921,2
922,6
923,2
924,1
925,3
926,0
927,9
928,2
929,5
930,0
931,7
932,8
933,3
934,8
935,2
936,6
937,5
938,5
939,8
940,2
941,2
942,8
943,6
944,1
945,3
946,3
947,5
948,2
949,3
950,1
951,2
952,9
953,5
954,4
955,9
956,8
957,6
958,2
959,1
960,0
961,4
962,8
963,4
964,8
965,8
966,8
967,9
968,1
969,1
970,5
971,3
972,2
973,1
974,8
975,5
976,5
977,4
978,3
979,4
980,3
981,0
982,7
983,4
984,4
985,4
986,0
987,0
988,4
989,8
990,1
991,4
992,8
993,6
994,5
995,3
996,3
997,1
998,5
999,5
1000,0
1001,3
1002,9
1003,7
1004,0
1005,3
1006,2
1007,4
1008,1
1009,1
1010,2
1011,7
1012,0
1013,4
1014,8
1015,2
1016,4
1017,8
1018,5
1019,1
1020,1
1021,1
1022,8
1023,5
1024,3
1025,2
1026,1
1027,4
1028,9
1029,4
1030,1
1031,3
1032,5
1033,3
1034,7
1035,2
1036,1
1037,6
1038,4
1039,7
1040,5
1041,8
1042,1
1043,6
1044,2
1045,9
1046,8
1047,2
1048,8
1049,1
1050,7
1051,1
1052,3
1053,3
1054,9
1055,0
1056,3
1057,8
1058,0
1059,2
1060,3
1061,2
1062,8
1063,1
1064,2
1065,0
1066,8
1067,5
1068,7
1069,6
1070,5
1071,2
1072,2
1073,9
1074,0
1075,6
1076,0
1077,2
1078,8
1079,4
1080,1
1081,6
1082,0
1083,4
1084,1
1085,0
1086,6
1087,4
1088,7
1089,9
1090,1
1091,7
1092,5
1093,5
1094,3
1095,8
1096,7
1097,0
1098,8
1099,5
1100,9
1101,9
1102,3
1103,9
1104,4
1105,3
1106,9
1107,7
1108,1
1109,1
1110,1
1111,7
1112,4
1113,6
1114,3
1115,9
1116,2
1117,7
1118,0
1119,0
1120,8
1121,3
1122,2
1123,7
1124,7
1125,8
1126,2
1127,2
1128,4
1129,3
1130,2
1131,8
1132,4
1133,0
1134,7
1135,5
1136,0
1137,8
1138,6
1139,9
1140,5
1141,8
1142,1
1143,6
1144,4
1145,0
1146,9
1147,6
1148,3
1149,4
1150,0
1151,1
1152,7
1153,9
1154,1
1155,7
1156,4
1157,3
1158,9
1159,1
1160,7
1161,1
1162,2
1163,9
1164,7
1165,5
1166,9
1167,4
1168,2
1169,6
1170,7
1171,9
1172,5
1173,0
1174,6
1175,0
1176,2
1177,4
1178,1
1179,7
1180,1
1181,3
1182,7
1183,2
1184,7
1185,1
1186,9
1187,9
1188,8
1189,2
1190,9
1191,5
1192,5
1193,5
1194,2
1195,5
1196,2
1197,3
1198,3
1199,1
1200,8
1201,0
1202,2
1203,1
1204,9
1205,2
1206,6
1207,1
1208,2
1209,5
1210,7
1211,2
1212,0
1213,6
1214,4
1215,2
1216,8
1217,1
1218,0
1219,1
1220,6
1221,4
1222,6
1223,4
1224,5
1225,9
1226,9
1227,3
1228,9
1229,8
1230,1
1231,9
1232,7
1233,6
1234,3
1235,3
1236,2
1237,7
1238,0
1239,8
1240,9
1241,3
1242,7
1243,2
1244,1
1245,1
1246,6
1247,4
1248,4
1249,6
1250,3
1251,9
1252,3
1253,6
1254,8
1255,1
1256,0
1257,6
1258,5
1259,5
1260,3
1261,1
1262,4
1263,5
1264,1
1265,7
1266,4
1267,1
1268,6
1269,1
1270,5
1271,5
1272,1
1273,8
1274,9
1275,5
1276,1
1277,3
1278,7
1279,0
1280,1
1281,6
1282,4
1283,0
1284,9
1285,8
1286,1
1287,3
1288,1
1289,5
1290,6
1291,4
1292,0
1293,0
1294,6
1295,9
1296,0
1297,0
1298,1
1299,7
1300,7
1301,1
1302,1
1303,2
1304,5
1305,5
1306,7
1307,4
1308,9
1309,9
1310,5
1311,9
1312,7
1313,9
1314,8
1315,9
1316,7
1317,8
1318,1
1319,8
1320,3
1321,3
1322,1
1323,1
1324,1
1325,8
1326,3
1327,6
1328,4
1329,2
1330,2
1331,6
1332,5
1333,4
1334,8
1335,8
1336,5
1337,3
1338,1
1339,7
1340,7
1341,7
1342,9
1343,3
1344,7
1345,0
1346,5
1347,2
1348,9
1349,7
1350,6
1351,3
1352,7
1353,1
1354,4
1355,6
1356,9
1357,5
1358,3
1359,6
1360,8
1361,5
1362,9
1363,2
1364,6
1365,0
1366,7
1367,0
1368,8
1369,3
1370,0
1371,7
1372,7
1373,5
1374,4
1375,5
1376,2
1377,1
1378,1
1379,7
1380,4
1381,9
1382,5
1383,4
1384,2
1385,6
1386,3
1387,8
1388,3
1389,1
1390,4
1391,7
1392,6
1393,8
1394,5
1395,9
1396,4
1397,1
1398,6
1399,1
1400,8
1401,6
1402,5
1403,7
1404,1
1405,3
1406,6
1407,2
1408,4
1409,4
1410,1
1411,5
1412,5
1413,6
1414,4
1415,3
1416,4
1417,8
1418,4
1419,4
1420,7
1421,4
1422,1
1423,1
1424,3
1425,3
1426,6
1427,1
1428,7
1429,8
1430,9
1431,7
1432,8
1433,7
1434,6
1435,1
1436,4
1437,8
1438,3
1439,2
1440,0
1441,9
1442,5
1443,6
1444,7
1445,0
1446,2
1447,6
1448,4
1449,9
1450,8
1451,3
1452,8
1453,1
1454,5
1455,1
1456,8
1457,1
1458,1
1459,3
1460,2
1461,9
1462,4
1463,5
1464,3
1465,2
1466,1
1467,5
1468,9
1469,1
1470,1
1471,1
1472,0
1473,2
1474,4
1475,1
1476,5
1477,9
1478,8
1479,6
1480,8
1481,6
1482,2
1483,7
1484,2
1485,7
1486,3
1487,3
1488,7
1489,7
1490,4
1491,4
1492,9
1493,1
1494,3
1495,5
1496,4
1497,1
1498,2
1499,2
1500,5
1501,3
1502,1
1503,8
1504,7
1505,9
1506,2
1507,4
1508,8
1509,2
1510,9
1511,7
1512,7
1513,9
1514,7
1515,5
1516,6
1517,1
1518,8
1519,0
1520,9
1521,5
1522,4
1523,5
1524,8
1525,6
1526,1
1527,2
1528,6
1529,4
1530,7
1531,7
1532,8
1533,1
1534,4
1535,1
1536,5
1537,7
1538,6
1539,1
1540,2
1541,3
1542,1
1543,0
1544,8
1545,2
1546,4
1547,3
1548,3
1549,6
1550,9
1551,6
1552,1
1553,1
1554,0
1555,5
1556,6
1557,4
1558,6
1559,1
1560,5
1561,4
1562,9
1563,0
1564,8
1565,7
1566,5
1567,7
1568,7
1569,1
1570,6
1571,7
1572,1
1573,4
1574,4
1575,1
1576,0
1577,4
1578,3
1579,8
1580,4
1581,2
1582,2
1583,0
1584,7
1585,8
1586,3
1587,6
1588,3
1589,9
1590,8
1591,2
1592,0
1593,6
1594,5
1595,7
1596,8
1597,6
1598,6
1599,5
1600,3
1601,2
1602,4
1603,7
1604,8
1605,1
1606,7
1607,1
1608,9
1609,5
1610,6
1611,2
1612,5
1613,7
1614,1
1615,0
1616,2
1617,5
1618,3
1619,8
1620,1
1621,2
1622,1
1623,4
1624,3
1625,1
1626,0
1627,9
1628,5
1629,9
1630,9
1631,9
1632,1
1633,1
1634,7
1635,4
1636,3
1637,5
1638,1
1639,1
1640,8
1641,4
1642,0
1643,7
1644,3
1645,9
1646,0
1647,3
1648,4
1649,4
1650,1
1651,1
1652,4
1653,9
1654,2
1655,9
1656,5
1657,9
1658,7
1659,5
1660,5
1661,0
1662,4
1663,9
1664,5
1665,3
1666,5
1667,5
1668,1
1669,3
1670,2
1671,3
1672,3
1673,5
1674,0
1675,5
1676,2
1677,1
1678,7
1679,6
1680,8
1681,6
1682,7
1683,6
1684,2
1685,4
1686,6
1687,9
1688,8
1689,0
1690,8
1691,2
1692,4
1693,5
1694,6
1695,5
1696,1
1697,8
1698,7
1699,4
1700,9
1701,0
1702,3
1703,1
1704,9
1705,2
1706,6
1707,8
1708,9
1709,8
1710,9
1711,1
1712,7
1713,4
1714,7
1715,2
1716,4
1717,1
1718,9
1719,4
1720,6
1721,6
1722,3
1723,5
1724,7
1725,4
1726,2
1727,4
1728,3
1729,0
1730,8
1731,8
1732,6
1733,0
1734,6
1735,3
1736,0
1737,0
1738,7
1739,0
1740,8
1741,6
1742,4
1743,0
1744,7
1745,5
1746,4
1747,3
1748,1
1749,0
1750,6
1751,1
1752,8
1753,3
1754,7
1755,7
1756,1
1757,4
1758,4
1759,0
1760,0
1761,0
1762,1
1763,7
1764,2
1765,9
1766,8
1767,1
1768,6
1769,1
1770,1
1771,0
1772,8
1773,6
1774,2
1775,6
1776,2
1777,7
1778,0
1779,4
1780,7
1781,5
1782,4
1783,1
1784,4
1785,0
1786,5
1787,7
1788,4
1789,0
1790,2
1791,3
1792,5
1793,5
1794,7
1795,6
1796,5
1797,4
1798,7
1799,9
1800,7
1801,4
1802,9
1803,9
1804,3
1805,8
1806,8
1807,2
1808,6
1809,5
1810,4
1811,3
1812,9
1813,1
1814,7
1815,1
1816,1
1817,9
1818,5
1819,4
1820,1
1821,4
1822,4
1823,2
1824,1
1825,7
1826,9
1827,6
1828,8
1829,1
1830,0
1831,6
1832,3
1833,6
1834,6
1835,0
1836,1
1837,8
1838,3
1839,8
1840,4
1841,2
1842,7
1843,3
1844,5
1845,6
1846,3
1847,8
1848,4
1849,1
1850,6
1851,2
1852,5
1853,0
1854,4
1855,8
1856,5
1857,6
1858,0
1859,4
1860,5
1861,5
1862,1
1863,0
1864,4
1865,5
1866,2
1867,7
1868,1
1869,2
1870,0
1871,4
1872,0
1873,7
1874,8
1875,2
1876,1
1877,1
1878,6
1879,0
1880,6
1881,4
1882,9
1883,9
1884,0
1885,2
1886,1
1887,6
1888,9
1889,6
1890,0
1891,4
1892,8
1893,0
1894,0
1895,0
1896,4
1897,3
1898,5
1899,1
1900,2
1901,4
1902,5
1903,4
1904,0
1905,1
1906,8
1907,6
1908,1
1909,4
1910,4
1911,6
1912,2
1913,4
1914,7
1915,7
1916,5
1917,4
1918,4
1919,8
1920,7
1921,5
1922,7
1923,5
1924,2
1925,4
1926,2
1927,0
1928,3
1929,3
1930,3
1931,6
1932,2
1933,4
1934,4
1935,1
1936,8
1937,2
1938,1
1939,0
1940,8
1941,6
1942,4
1943,4
1944,0
1945,2
1946,0
1947,0
1948,5
1949,1
1950,1
1951,1
1952,8
1953,5
1954,1
1955,4
1956,5
1957,6
1958,9
1959,5
1960,8
1961,0
1962,5
1963,4
1964,1
1965,6
1966,5
1967,9
1968,8
1969,4
1970,2
1971,9
1972,6
1973,2
1974,2
1975,1
1976,7
1977,3
1978,4
1979,0
1980,0
1981,7
1982,4
1983,4
1984,7
1985,9
1986,3
1987,4
1988,6
1989,3
1990,6
1991,9
1992,1
1993,0
1994,6
1995,5
1996,6
1997,4
1998,7
1999,2
2000,8
2001,4
2002,6
2003,2
2004,4
2005,4
2006,7
2007,5
2008,7
2009,8
2010,1
2011,0
2012,5
2013,2
2014,6
2015,0
2016,2
2017,1
2018,9
2019,0
2020,0
2021,8
2022,1
2023,6
2024,3
2025,3
2026,6
2027,0
2028,0
2029,9
2030,7
2031,6
2032,7
2033,0
2034,7
2035,1
2036,5
2037,0
2038,5
2039,4
2040,9
2041,8
2042,1
2043,7
2044,1
2045,1
2046,0
2047,9
2048,9
2049,0
2050,6
2051,3
2052,6
2053,2
2054,2
2055,0
2056,4
2057,9
2058,7
2059,8
2060,3
2061,8
2062,8
2063,6
2064,5
2065,1
2066,9
2067,5
2068,7
2069,5
2070,8
2071,4
2072,4
2073,6
2074,1
2075,0
2076,7
2077,8
2078,3
2079,3
2080,9
2081,7
2082,1
2083,4
2084,9
2085,7
2086,9
2087,8
2088,6
2089,4
2090,3
2091,6
2092,4
2093,4
2094,6
2095,6
2096,3
2097,3
2098,8
2099,7
2100,4
2101,7
2102,5
2103,9
2104,4
2105,0
2106,2
2107,2
2108,0
2109,5
2110,8
2111,6
2112,6
2113,7
2114,8
2115,1
2116,7
2117,2
2118,3
2119,3
2120,0
2121,2
2122,0
2123,9
2124,3
2125,9
2126,3
2127,0
2128,3
2129,0
2130,5
2131,6
2132,2
2133,2
2134,8
2135,9
2136,2
2137,8
2138,8
2139,8
2140,3
2141,4
2142,4
2143,2
2144,9
2145,2
2146,7
2147,5
2148,5
2149,2
2150,1
2151,8
2152,1
2153,1
2154,7
2155,2
2156,3
2157,7
2158,0
2159,0
2160,1
2161,5
2162,8
2163,0
2164,3
2165,5
2166,8
2167,4
2168,4
2169,3
2170,2
2171,6
2172,9
2173,0
2174,9
2175,2
2176,7
2177,4
2178,3
2179,5
2180,1
2181,5
2182,2
2183,6
2184,4
2185,6
2186,1
2187,7
2188,2
2189,0
2190,1
2191,5
2192,4
2193,9
2194,0
2195,2
2196,1
2197,0
2198,7
2199,1
2200,9
2201,0
2202,6
2203,9
2204,1
2205,5
2206,2
2207,1
2208,4
2209,6
2210,1
2211,8
2212,6
2213,5
2214,0
2215,2
2216,3
2217,0
2218,5
2219,3
2220,8
2221,2
2222,7
2223,1
2224,5
2225,8
2226,3
2227,3
2228,0
2229,8
2230,3
2231,1
2232,5
2233,3
2234,0
2235,9
2236,1
2237,1
2238,1
2239,2
2240,9
2241,7
2242,9
2243,3
2244,5
2245,9
2246,0
2247,0
2248,7
2249,4
2250,4
2251,6
2252,7
2253,6
2254,9
2255,3
2256,3
2257,3
2258,9
2259,1
2260,6
2261,1
2262,3
2263,6
2264,9
2265,9
2266,3
2267,5
2268,5
2269,1
2270,5
2271,5
2272,6
2273,0
2274,7
2275,9
2276,7
2277,9
2278,4
2279,1
2280,2
2281,9
2282,2
2283,6
2284,9
2285,6
2286,1
2287,0
2288,0
2289,0
2290,0
2291,0
2292,4
2293,1
2294,9
2295,5
2296,9
2297,5
2298,8
2299,7
2300,4
2301,3
2302,0
2303,7
2304,4
2305,4
2306,7
2307,8
2308,1
2309,4
2310,9
2311,6
2312,6
2313,9
2314,8
2315,3
2316,0
2317,0
2318,2
2319,4
2320,9
2321,9
2322,4
2323,5
2324,4
2325,2
2326,8
2327,8
2328,6
2329,3
2330,8
2331,9
2332,4
2333,9
2334,4
2335,2
2336,9
2337,6
2338,8
2339,5
2340,1
2341,2
2342,9
2343,1
2344,4
2345,0
2346,7
2347,8
2348,8
2349,0
2350,3
2351,1
2352,4
2353,3
2354,0
2355,3
2356,0
2357,1
2358,3
2359,3
2360,7
2361,5
2362,0
2363,1
2364,5
2365,1
2366,2
2367,3
2368,4
2369,1
2370,5
2371,2
2372,3
2373,5
2374,4
2375,4
2376,8
2377,7
2378,9
2379,5
2380,8
2381,4
2382,7
2383,5
2384,8
2385,6
2386,0
2387,2
2388,5
2389,5
2390,4
2391,7
2392,6
2393,3
2394,7
2395,1
2396,6
2397,7
2398,3
2399,1
2400,1
2401,2
2402,5
2403,1
2404,8
2405,9
2406,6
2407,6
2408,8
2409,0
2410,6
2411,3
2412,5
2413,7
2414,2
2415,7
2416,9
2417,8
2418,4
2419,3
2420,1
2421,0
2422,6
2423,8
2424,8
2425,0
2426,1
2427,1
2428,6
2429,8
2430,7
2431,5
2432,5
2433,0
2434,4
2435,6
2436,4
2437,9
2438,3
2439,7
2440,2
2441,3
2442,0
2443,9
2444,6
2445,6
2446,6
2447,9
2448,2
2449,9
2450,4
2451,0
2452,6
2453,3
2454,3
2455,3
2456,1
2457,5
2458,9
2459,2
2460,8
2461,5
2462,5
2463,2
2464,9
2465,0
2466,3
2467,9
2468,0
2469,3
2470,0
2471,1
2472,6
2473,1
2474,6
2475,0
2476,6
2477,9
2478,8
2479,0
2480,0
2481,8
2482,3
2483,4
2484,6
2485,7
2486,2
2487,9
2488,2
2489,1
2490,1
2491,5
2492,0
2493,0
2494,7
2495,9
2496,8
2497,7
2498,6
2499,0
2500,9
2501,2
2502,1
2503,4
2504,3
2505,7
2506,2
2507,0
2508,1
2509,1
2510,8
2511,6
2512,1
2513,1
2514,9
2515,9
2516,6
2517,0
2518,8
2519,5
2520,1
2521,1
2522,0
2523,7
2524,0
2525,5
2526,5
2527,3
2528,2
2529,1
2530,9
2531,7
2532,6
2533,2
2534,8
2535,4
2536,9
2537,2
2538,6
2539,6
2540,2
2541,9
2542,8
2543,3
2544,6
2545,1
2546,1
2547,8
2548,8
2549,4
2550,3
2551,5
2552,0
2553,2
2554,3
2555,3
2556,2
2557,7
2558,5
2559,5
2560,5
2561,1
2562,5
2563,2
2564,0
2565,1
2566,2
2567,0
2568,3
2569,0
2570,1
2571,2
2572,0
2573,1
2574,1
2575,2
2576,8
2577,5
2578,4
2579,3
2580,5
2581,9
2582,5
2583,3
2584,5
2585,7
2586,8
2587,7
2588,4
2589,7
2590,4
2591,9
2592,4
2593,7
2594,9
2595,3
2596,0
2597,5
2598,8
2599,9
2600,3
2601,1
2602,8
2603,9
2604,5
2605,8
2606,7
2607,0
2608,0
2609,7
2610,6
2611,7
2612,1
2613,2
2614,1
2615,0
2616,6
2617,5
2618,2
2619,3
2620,2
2621,4
2622,0
2623,7
2624,4
2625,4
2626,3
2627,1
2628,4
2629,2
2630,2
2631,1
2632,9
2633,2
2634,7
2635,7
2636,4
2637,9
2638,6
2639,3
2640,4
2641,8
2642,6
2643,0
2644,7
2645,3
2646,4
2647,7
2648,2
2649,8
2650,1
2651,5
2652,7
2653,0
2654,7
2655,0
2656,4
2657,3
2658,2
2659,2
2660,4
2661,0
2662,6
2663,3
2664,1
2665,2
2666,5
2667,4
2668,2
2669,3
2670,0
2671,4
2672,3
2673,9
2674,0
2675,6
2676,0
2677,0
2678,3
2679,1
2680,4
2681,8
2682,5
2683,3
2684,9
2685,8
2686,1
2687,2
2688,3
2689,1
2690,7
2691,3
2692,0
2693,7
2694,8
2695,7
2696,9
2697,0
2698,2
2699,4
2700,2
2701,1
2702,3
2703,2
2704,2
2705,4
2706,4
2707,3
2708,3
2709,1
2710,9
2711,4
2712,6
2713,8
2714,4
2715,1
2716,1
2717,5
2718,4
2719,3
2720,2
2721,7
2722,3
2723,0
2724,7
2725,0
2726,6
2727,4
2728,1
2729,1
2730,3
2731,3
2732,6
2733,6
2734,4
2735,1
2736,3
2737,7
2738,5
2739,8
2740,6
2741,5
2742,7
2743,1
2744,0
2745,8
2746,6
2747,9
2748,7
2749,0
2750,6
2751,5
2752,9
2753,2
2754,3
2755,8
2756,7
2757,2
2758,5
2759,7
2760,5
2761,9
2762,3
2763,3
2764,6
2765,4
2766,9
2767,1
2768,5
2769,3
2770,8
2771,5
2772,4
2773,3
2774,5
2775,1
2776,8
2777,2
2778,2
2779,9
2780,0
2781,8
2782,7
2783,9
2784,3
2785,4
2786,3
2787,5
2788,4
2789,1
2790,5
2791,2
2792,5
2793,0
2794,2
2795,7
2796,0
2797,4
2798,0
2799,6
2800,3
2801,3
2802,5
2803,9
2804,1
2805,2
2806,1
2807,4
2808,4
2809,5
2810,5
2811,5
2812,0
2813,7
2814,1
2815,7
2816,0
2817,9
2818,5
2819,7
2820,5
2821,3
2822,3
2823,7
2824,6
2825,5
2826,4
2827,5
2828,2
2829,5
2830,5
2831,3
2832,3
2833,1
2834,5
2835,4
2836,5
2837,6
2838,1
2839,0
2840,5
2841,4
2842,0
2843,7
2844,8
2845,1
2846,9
2847,0
2848,0
2849,1
2850,5
2851,0
2852,4
2853,1
2854,9
2855,0
2856,1
2857,5
2858,4
2859,1
2860,4
2861,6
2862,7
2863,7
2864,4
2865,3
2866,3
2867,5
2868,9
2869,0
2870,1
2871,7
2872,8
2873,6
2874,4
2875,2
2876,9
2877,8
2878,9
2879,6
2880,9
2881,1
2882,4
2883,8
2884,1
2885,5
2886,3
2887,0
2888,9
2889,0
2890,7
2891,0
2892,2
2893,7
2894,6
2895,3
2896,3
2897,8
2898,2
2899,4
2900,8
2901,4
2902,7
2903,4
2904,9
2905,0
2906,4
2907,7
2908,7
2909,3
2910,7
2911,6
2912,6
2913,4
2914,7
2915,1
2916,3
2917,1
2918,2
2919,2
2920,7
2921,4
2922,5
2923,1
2924,2
2925,9
2926,3
2927,9
2928,9
2929,9
2930,6
2931,8
2932,7
2933,5
2934,1
2935,8
2936,1
2937,0
2938,9
2939,8
2940,0
2941,8
2942,6
2943,1
2944,2
2945,8
2946,8
2947,8
2948,8
2949,4
2950,7
2951,7
2952,8
2953,4
2954,1
2955,3
2956,1
2957,6
2958,9
2959,2
2960,1
2961,5
2962,2
2963,1
2964,1
2965,6
2966,8
2967,4
2968,5
2969,7
2970,7
2971,7
2972,9
2973,7
2974,7
2975,1
2976,3
2977,5
2978,6
2979,1
2980,0
2981,2
2982,4
2983,8
2984,4
2985,8
2986,7
2987,8
2988,0
2989,9
2990,6
2991,5
2992,9
2993,0
2994,9
2995,3
2996,0
